"Date","Address","lat","lon","Killed","Injured","Content"
2014-11-30,"2412 East 13th Street , Chattanooga, Tennessee",35.0246629,-85.2711338,0,5,"<b>Date: </b>2014-11-30<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>2412 East 13th Street , Chattanooga, Tennessee"
2014-12-02,"6000 block of Virginia Avenue, Saint Louis, Missouri",38.5616394,-90.2492351,1,5,"<b>Date: </b>2014-12-02<br/><b>Killed: </b>1<br/><b>Injured: </b>5<br/><b>Location: </b>6000 block of Virginia Avenue, Saint Louis, Missouri"
2014-12-02,"6128 Jefferson Ave , Newport News, Virginia",37.0232123,-76.4460821,0,5,"<b>Date: </b>2014-12-02<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>6128 Jefferson Ave , Newport News, Virginia"
2014-12-07,"16000 block of Roosevelt Road, South Bend, Indiana",41.59062,-86.181481,0,4,"<b>Date: </b>2014-12-07<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>16000 block of Roosevelt Road, South Bend, Indiana"
2014-12-13,"810 E. Skagway Ave., Tampa, Florida",28.0324293,-82.4523937,0,5,"<b>Date: </b>2014-12-13<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>810 E. Skagway Ave., Tampa, Florida"
2014-12-14,"1311 Northwest 2nd Avenue, Miami, Florida",25.7871201,-80.1984668,1,4,"<b>Date: </b>2014-12-14<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>1311 Northwest 2nd Avenue, Miami, Florida"
2014-12-16,"Anna Street, Elizabeth, New Jersey",40.6688088,-74.2043131,0,4,"<b>Date: </b>2014-12-16<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Anna Street, Elizabeth, New Jersey"
2014-12-20,"3200 block of Montrose Avenue, Rockford, Illinois",42.2938571,-89.1071791,4,0,"<b>Date: </b>2014-12-20<br/><b>Killed: </b>4<br/><b>Injured: </b>0<br/><b>Location: </b>3200 block of Montrose Avenue, Rockford, Illinois"
2014-12-21,"South Washington Boulevard, Sarasota, Florida",27.3322582,-82.5309807,2,2,"<b>Date: </b>2014-12-21<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>South Washington Boulevard, Sarasota, Florida"
2014-12-21,"Central Avenue, Waynesboro, Mississippi",31.6784364,-88.6580584,1,4,"<b>Date: </b>2014-12-21<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>Central Avenue, Waynesboro, Mississippi"
2014-12-21,"600 block of Escanba, Calumet City, Illinois",41.618084,-87.553206,1,8,"<b>Date: </b>2014-12-21<br/><b>Killed: </b>1<br/><b>Injured: </b>8<br/><b>Location: </b>600 block of Escanba, Calumet City, Illinois"
2014-12-22,"191 Lake Road, Webster, New York",43.236828,-77.5255331,3,2,"<b>Date: </b>2014-12-22<br/><b>Killed: </b>3<br/><b>Injured: </b>2<br/><b>Location: </b>191 Lake Road, Webster, New York"
2014-12-22,"Charlevoix and Philip, Detroit, Michigan",42.38358,-82.9486464,1,3,"<b>Date: </b>2014-12-22<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Charlevoix and Philip, Detroit, Michigan"
2014-12-22,"5700 block of South Green Street, Chicago, Illinois",41.790482,-87.646624,0,5,"<b>Date: </b>2014-12-22<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>5700 block of South Green Street, Chicago, Illinois"
2014-12-23,"260 Oxford Drive, Winchester, Kentucky",38.0030814,-84.2089874,1,3,"<b>Date: </b>2014-12-23<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>260 Oxford Drive, Winchester, Kentucky"
2014-12-24,"18th and Pine, Saint Louis, Missouri",38.630663,-90.2059421,1,3,"<b>Date: </b>2014-12-24<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>18th and Pine, Saint Louis, Missouri"
2014-12-26,"2500 block of Summit Avenue, East St. Louis, Illinois",38.6196182,-90.1254163,1,3,"<b>Date: </b>2014-12-26<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>2500 block of Summit Avenue, East St. Louis, Illinois"
2014-12-27,"8800 block of South Figueroa Street, Los Angeles, California",33.9573722,-118.2827122,1,3,"<b>Date: </b>2014-12-27<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>8800 block of South Figueroa Street, Los Angeles, California"
2014-12-29,"Poydras and Bolivar, New Orleans, Louisiana",29.9542981,-90.0839102,0,4,"<b>Date: </b>2014-12-29<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Poydras and Bolivar, New Orleans, Louisiana"
2014-12-31,"81st Street and Western Avenue, Los Angeles, California",33.9654863,-118.3090224,1,3,"<b>Date: </b>2014-12-31<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>81st Street and Western Avenue, Los Angeles, California"
2015-01-04,"3634 Shenandoah Ave NW, Roanoke, Virginia",37.2809703,-79.9984944,2,4,"<b>Date: </b>2015-01-04<br/><b>Killed: </b>2<br/><b>Injured: </b>4<br/><b>Location: </b>3634 Shenandoah Ave NW, Roanoke, Virginia"
2015-01-04,"2000 block of Ben Hur St., Dallas, Texas",32.6798829,-96.6110675,3,1,"<b>Date: </b>2015-01-04<br/><b>Killed: </b>3<br/><b>Injured: </b>1<br/><b>Location: </b>2000 block of Ben Hur St., Dallas, Texas"
2015-01-06,"1300 block of NW 62nd Street, Miami, Florida",25.831511,-80.218799,1,3,"<b>Date: </b>2015-01-06<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>1300 block of NW 62nd Street, Miami, Florida"
2015-01-07,"773 West Main Street, Chattanooga, Tennessee",35.0403524,-85.318622,1,3,"<b>Date: </b>2015-01-07<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>773 West Main Street, Chattanooga, Tennessee"
2015-01-08,"104 Harrishof Street, Boston, Massachusetts",42.3166748,-71.0887313,1,3,"<b>Date: </b>2015-01-08<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>104 Harrishof Street, Boston, Massachusetts"
2015-01-09,"Laguna and Page streets, San Francisco, California",37.7736814,-122.42573,4,0,"<b>Date: </b>2015-01-09<br/><b>Killed: </b>4<br/><b>Injured: </b>0<br/><b>Location: </b>Laguna and Page streets, San Francisco, California"
2015-01-10,"4859 E Harry Street, Wichita, Kansas",37.664333,-97.27862,2,2,"<b>Date: </b>2015-01-10<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>4859 E Harry Street, Wichita, Kansas"
2015-01-11,"1900 block of Gumberry Road, Hope Mills, North Carolina",34.9360428,-78.8653552,2,5,"<b>Date: </b>2015-01-11<br/><b>Killed: </b>2<br/><b>Injured: </b>5<br/><b>Location: </b>1900 block of Gumberry Road, Hope Mills, North Carolina"
2015-01-11,"7665 Chase Road, Lakeland, Florida",28.1393116,-81.9814443,1,3,"<b>Date: </b>2015-01-11<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>7665 Chase Road, Lakeland, Florida"
2015-01-11,"3840 Monterey Hwy, San Jose, California",37.2827119,-121.8390028,0,5,"<b>Date: </b>2015-01-11<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>3840 Monterey Hwy, San Jose, California"
2015-01-13,"4100 block of Portsmouth Boulevard, Portsmouth, Virginia",36.817872,-76.345502,0,5,"<b>Date: </b>2015-01-13<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>4100 block of Portsmouth Boulevard, Portsmouth, Virginia"
2015-01-13,"700 block of Oakley Avenue, Rockford, Illinois",42.2834847,-89.1148415,2,2,"<b>Date: </b>2015-01-13<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>700 block of Oakley Avenue, Rockford, Illinois"
2015-01-19,"1000 block of Gibbs St., San Antonio, Texas",29.4214918,-98.4608172,2,5,"<b>Date: </b>2015-01-19<br/><b>Killed: </b>2<br/><b>Injured: </b>5<br/><b>Location: </b>1000 block of Gibbs St., San Antonio, Texas"
2015-01-20,"321 Lansinger Lane, Clarksville, Tennessee",36.6135673,-87.4190475,1,3,"<b>Date: </b>2015-01-20<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>321 Lansinger Lane, Clarksville, Tennessee"
2015-01-23,"954 Parker Street, Boston, Massachusetts",42.3243929,-71.1010087,0,6,"<b>Date: </b>2015-01-23<br/><b>Killed: </b>0<br/><b>Injured: </b>6<br/><b>Location: </b>954 Parker Street, Boston, Massachusetts"
2015-01-26,"1500 block of E. 9th Street, Stockton, California",37.9307095,-121.2654104,1,3,"<b>Date: </b>2015-01-26<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>1500 block of E. 9th Street, Stockton, California"
2015-01-28,"1600 block of Panola Road, Dekalb County, Georgia",33.7445884,-84.1657257,1,3,"<b>Date: </b>2015-01-28<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>1600 block of Panola Road, Dekalb County, Georgia"
2015-01-31,"100 block of Woodstream Trail, Lagrange, Georgia",32.9781657,-85.1441957,4,0,"<b>Date: </b>2015-01-31<br/><b>Killed: </b>4<br/><b>Injured: </b>0<br/><b>Location: </b>100 block of Woodstream Trail, Lagrange, Georgia"
2015-02-01,"1217 West Fayette Street, Syracuse, New York",43.0469762,-76.1765567,0,6,"<b>Date: </b>2015-02-01<br/><b>Killed: </b>0<br/><b>Injured: </b>6<br/><b>Location: </b>1217 West Fayette Street, Syracuse, New York"
2015-02-01,"3345 Broadway, New York (Manhattan), New York",40.8204613,-73.9551772,1,4,"<b>Date: </b>2015-02-01<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>3345 Broadway, New York (Manhattan), New York"
2015-02-06,"1219 N. Sheridan Road, Tulsa, Oklahoma",36.1719943,-95.9041024,1,4,"<b>Date: </b>2015-02-06<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>1219 N. Sheridan Road, Tulsa, Oklahoma"
2015-02-07,"3640 Willow Tree Circle, Douglasville, Georgia",33.7140424,-84.6689264,5,2,"<b>Date: </b>2015-02-07<br/><b>Killed: </b>5<br/><b>Injured: </b>2<br/><b>Location: </b>3640 Willow Tree Circle, Douglasville, Georgia"
2015-02-08,"251 Dupree Rd, Friendship, Tennessee",35.8471024,-89.2348485,0,6,"<b>Date: </b>2015-02-08<br/><b>Killed: </b>0<br/><b>Injured: </b>6<br/><b>Location: </b>251 Dupree Rd, Friendship, Tennessee"
2015-02-09,"9552 Adler Street, New Port Richey, Florida",28.296372,-82.617077,3,1,"<b>Date: </b>2015-02-09<br/><b>Killed: </b>3<br/><b>Injured: </b>1<br/><b>Location: </b>9552 Adler Street, New Port Richey, Florida"
2015-02-15,"200 block of W. 14th Street, Long Beach, California",33.7837108,-118.1937466,0,5,"<b>Date: </b>2015-02-15<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>200 block of W. 14th Street, Long Beach, California"
2015-02-20,"1417 R Street, Sacramento, California",38.5700293,-121.4907329,0,4,"<b>Date: </b>2015-02-20<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1417 R Street, Sacramento, California"
2015-02-22,"1706 Godman St., Killeen, Texas",31.1204726,-97.6828684,4,1,"<b>Date: </b>2015-02-22<br/><b>Killed: </b>4<br/><b>Injured: </b>1<br/><b>Location: </b>1706 Godman St., Killeen, Texas"
2015-02-22,"281 Lower Pond Court, Clarkesville, Georgia",34.630979,-83.597945,3,2,"<b>Date: </b>2015-02-22<br/><b>Killed: </b>3<br/><b>Injured: </b>2<br/><b>Location: </b>281 Lower Pond Court, Clarkesville, Georgia"
2015-02-22,"4224 Dorchester Road, Charleston, South Carolina",32.854165,-80.005438,0,4,"<b>Date: </b>2015-02-22<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>4224 Dorchester Road, Charleston, South Carolina"
2015-02-23,"Sheridan Road, Daytona Beach, Florida",29.2084684,-81.0456287,0,4,"<b>Date: </b>2015-02-23<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Sheridan Road, Daytona Beach, Florida"
2015-02-25,"5022 Mallow St, Houston, Texas",29.6594822,-95.3476784,3,1,"<b>Date: </b>2015-02-25<br/><b>Killed: </b>3<br/><b>Injured: </b>1<br/><b>Location: </b>5022 Mallow St, Houston, Texas"
2015-02-26,"18279 Highway H, Tyrone, Missouri",37.2004904,-91.8723152,8,1,"<b>Date: </b>2015-02-26<br/><b>Killed: </b>8<br/><b>Injured: </b>1<br/><b>Location: </b>18279 Highway H, Tyrone, Missouri"
2015-02-28,"4300 block of Welbourne Road, Baltimore, Maryland",39.3434499,-76.58795,1,3,"<b>Date: </b>2015-02-28<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>4300 block of Welbourne Road, Baltimore, Maryland"
2015-03-01,"4900 block of Steyr Street, Orange County, Florida",28.4520588,-81.4441252,0,4,"<b>Date: </b>2015-03-01<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>4900 block of Steyr Street, Orange County, Florida"
2015-03-01,"9855 Chalmers St, Detroit, Michigan",42.4119489,-82.9693369,1,5,"<b>Date: </b>2015-03-01<br/><b>Killed: </b>1<br/><b>Injured: </b>5<br/><b>Location: </b>9855 Chalmers St, Detroit, Michigan"
2015-03-04,"190 block of West Club Center Drive, San Bernardino, California",34.0604685,-117.2864741,2,5,"<b>Date: </b>2015-03-04<br/><b>Killed: </b>2<br/><b>Injured: </b>5<br/><b>Location: </b>190 block of West Club Center Drive, San Bernardino, California"
2015-03-07,"3140 Olive St, Saint Louis, Missouri",38.6353125,-90.2254638,0,4,"<b>Date: </b>2015-03-07<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>3140 Olive St, Saint Louis, Missouri"
2015-03-08,"Wells Highway, Seneca, South Carolina",34.664203,-82.9269031,1,3,"<b>Date: </b>2015-03-08<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Wells Highway, Seneca, South Carolina"
2015-03-09,"200 block of West 105th, Chicago, Illinois",41.7024947,-87.6324871,1,3,"<b>Date: </b>2015-03-09<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>200 block of West 105th, Chicago, Illinois"
2015-03-10,"3023 Victory Drive, Columbus, Georgia",32.4376455,-84.9596543,0,5,"<b>Date: </b>2015-03-10<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>3023 Victory Drive, Columbus, Georgia"
2015-03-13,"1097 South First St., Brookhaven, Mississippi",31.5592075,-90.4454255,2,3,"<b>Date: </b>2015-03-13<br/><b>Killed: </b>2<br/><b>Injured: </b>3<br/><b>Location: </b>1097 South First St., Brookhaven, Mississippi"
2015-03-14,"2900 block of Delmar Lane, Atlanta, Georgia",33.7549751,-84.4819599,0,5,"<b>Date: </b>2015-03-14<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>2900 block of Delmar Lane, Atlanta, Georgia"
2015-03-14,"84000 block of Bagdad Avenue, Coachella, California",33.6745415,-116.1880023,0,4,"<b>Date: </b>2015-03-14<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>84000 block of Bagdad Avenue, Coachella, California"
2015-03-15,"2700 block of West Alondra Boulevard, Compton, California",33.8862891,-118.2570808,0,4,"<b>Date: </b>2015-03-15<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>2700 block of West Alondra Boulevard, Compton, California"
2015-03-17,"748 N Madison St, Stockton, California",37.959899,-121.2955369,3,4,"<b>Date: </b>2015-03-17<br/><b>Killed: </b>3<br/><b>Injured: </b>4<br/><b>Location: </b>748 N Madison St, Stockton, California"
2015-03-18,"200 block of Clinton Place, Newark, New Jersey",40.715935,-74.2128912,1,3,"<b>Date: </b>2015-03-18<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>200 block of Clinton Place, Newark, New Jersey"
2015-03-18,"1504 West Main Street, Mesa, Arizona",33.4152344,-111.8634597,1,5,"<b>Date: </b>2015-03-18<br/><b>Killed: </b>1<br/><b>Injured: </b>5<br/><b>Location: </b>1504 West Main Street, Mesa, Arizona"
2015-03-20,"1500 block of Reynolds Street, Lancaster, Texas",32.6115841,-96.789246,1,5,"<b>Date: </b>2015-03-20<br/><b>Killed: </b>1<br/><b>Injured: </b>5<br/><b>Location: </b>1500 block of Reynolds Street, Lancaster, Texas"
2015-03-21,"1802 Seventh Ave, Tampa, Florida",27.960427,-82.4390452,0,4,"<b>Date: </b>2015-03-21<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1802 Seventh Ave, Tampa, Florida"
2015-03-22,"10140 Lomas NE, Albuquerque, New Mexico",35.0873232,-106.5348907,1,6,"<b>Date: </b>2015-03-22<br/><b>Killed: </b>1<br/><b>Injured: </b>6<br/><b>Location: </b>10140 Lomas NE, Albuquerque, New Mexico"
2015-03-23,"900 block of Carpenter Street, Clarksville, Tennessee",36.5367213,-87.3487862,1,4,"<b>Date: </b>2015-03-23<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>900 block of Carpenter Street, Clarksville, Tennessee"
2015-03-24,"3100 block of North Harding Street, Indianapolis, Indiana",39.8110142,-86.187091,4,0,"<b>Date: </b>2015-03-24<br/><b>Killed: </b>4<br/><b>Injured: </b>0<br/><b>Location: </b>3100 block of North Harding Street, Indianapolis, Indiana"
2015-03-26,"3100 block of Redwood, Amarillo, Texas",35.2446997,-101.8240903,0,4,"<b>Date: </b>2015-03-26<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>3100 block of Redwood, Amarillo, Texas"
2015-03-27,"5312 Thomas Drive, Panama City Beach, Florida",30.143422,-85.755009,0,7,"<b>Date: </b>2015-03-27<br/><b>Killed: </b>0<br/><b>Injured: </b>7<br/><b>Location: </b>5312 Thomas Drive, Panama City Beach, Florida"
2015-04-02,"1900 block of West Lanvale Street, Baltimore, Maryland",39.297752,-76.647594,0,5,"<b>Date: </b>2015-04-02<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>1900 block of West Lanvale Street, Baltimore, Maryland"
2015-04-05,"Dinwiddie Street, Pittsburgh, Pennsylvania",40.441178,-79.9805726,1,3,"<b>Date: </b>2015-04-05<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Dinwiddie Street, Pittsburgh, Pennsylvania"
2015-04-05,"40th and Grand Street, Louisville, Kentucky",38.2429048,-85.8185154,1,4,"<b>Date: </b>2015-04-05<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>40th and Grand Street, Louisville, Kentucky"
2015-04-05,"1000 block of Blossom Lane, Benton Harbor, Michigan",42.1155996,-86.4336139,0,4,"<b>Date: </b>2015-04-05<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1000 block of Blossom Lane, Benton Harbor, Michigan"
2015-04-07,"20 Copeland Street, Rome, Georgia",34.26405,-85.1594693,1,3,"<b>Date: </b>2015-04-07<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>20 Copeland Street, Rome, Georgia"
2015-04-16,"4300 block of East Anderson Drive, Phoenix, Arizona",33.6416532,-111.9894481,5,0,"<b>Date: </b>2015-04-16<br/><b>Killed: </b>5<br/><b>Injured: </b>0<br/><b>Location: </b>4300 block of East Anderson Drive, Phoenix, Arizona"
2015-04-18,"1800 block of Gibbs Court, Montgomery, Alabama",32.3573348,-86.3358284,0,5,"<b>Date: </b>2015-04-18<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>1800 block of Gibbs Court, Montgomery, Alabama"
2015-04-18,"321 Pine St, Williamsport, Pennsylvania",41.2406623,-77.0032889,0,5,"<b>Date: </b>2015-04-18<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>321 Pine St, Williamsport, Pennsylvania"
2015-04-18,"Martin Luther King Drive, Lumberton, North Carolina",34.5992729,-79.0341864,1,3,"<b>Date: </b>2015-04-18<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Martin Luther King Drive, Lumberton, North Carolina"
2015-04-18,"Bost Street, Charlotte, North Carolina",35.2256181,-80.900344,0,4,"<b>Date: </b>2015-04-18<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Bost Street, Charlotte, North Carolina"
2015-04-18,"Rosa Parks Blvd and Godwin Ave, Paterson, New Jersey",40.9206769,-74.1590819,1,3,"<b>Date: </b>2015-04-18<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Rosa Parks Blvd and Godwin Ave, Paterson, New Jersey"
2015-04-19,"200 block of West Hill Street, Richmond, Virginia",37.5543823,-77.4363426,0,4,"<b>Date: </b>2015-04-19<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>200 block of West Hill Street, Richmond, Virginia"
2015-04-21,"420 Gilmer St., Killeen, Texas",31.1240675,-97.7367158,2,3,"<b>Date: </b>2015-04-21<br/><b>Killed: </b>2<br/><b>Injured: </b>3<br/><b>Location: </b>420 Gilmer St., Killeen, Texas"
2015-04-25,"Wood Street, Trenton, New Jersey",40.2217733,-74.7609727,0,4,"<b>Date: </b>2015-04-25<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Wood Street, Trenton, New Jersey"
2015-04-27,"State Route 85, Gila Bend, Arizona",32.9473514,-112.7167161,2,2,"<b>Date: </b>2015-04-27<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>State Route 85, Gila Bend, Arizona"
2015-05-03,"1600 block of South William Street, South Bend, Indiana",41.6577919,-86.2560369,0,4,"<b>Date: </b>2015-05-03<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1600 block of South William Street, South Bend, Indiana"
2015-05-03,"San Jacinto at Elgin, Houston, Texas",29.7405966,-95.3753177,0,6,"<b>Date: </b>2015-05-03<br/><b>Killed: </b>0<br/><b>Injured: </b>6<br/><b>Location: </b>San Jacinto at Elgin, Houston, Texas"
2015-05-03,"2801 Germantown Street, Dayton, Ohio",39.738817,-84.2402334,1,6,"<b>Date: </b>2015-05-03<br/><b>Killed: </b>1<br/><b>Injured: </b>6<br/><b>Location: </b>2801 Germantown Street, Dayton, Ohio"
2015-05-03,"Friendship Trail, Menasha, Wisconsin",44.2028551,-88.4656061,4,1,"<b>Date: </b>2015-05-03<br/><b>Killed: </b>4<br/><b>Injured: </b>1<br/><b>Location: </b>Friendship Trail, Menasha, Wisconsin"
2015-05-04,"100 block of Roosevelt Avenue, Buffalo, New York",42.93403,-78.809803,1,3,"<b>Date: </b>2015-05-04<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>100 block of Roosevelt Avenue, Buffalo, New York"
2015-05-07,"2300 block of Baltimore Avenue, Cincinnati, Ohio",39.149724,-84.561468,0,4,"<b>Date: </b>2015-05-07<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>2300 block of Baltimore Avenue, Cincinnati, Ohio"
2015-05-07,"16000 block of Cathedral Street, Detroit, Michigan",42.3615387,-83.2031838,0,4,"<b>Date: </b>2015-05-07<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>16000 block of Cathedral Street, Detroit, Michigan"
2015-05-10,"3600 block of Bosworth Rd, Cleveland, Ohio",41.4544132,-81.7648763,1,4,"<b>Date: </b>2015-05-10<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>3600 block of Bosworth Rd, Cleveland, Ohio"
2015-05-10,"Bostwick Avenue, Jersey City, New Jersey",40.7078992,-74.081429,0,4,"<b>Date: </b>2015-05-10<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Bostwick Avenue, Jersey City, New Jersey"
2015-05-10,"19th Avenue and South 16th Street, Newark, New Jersey",40.7313611,-74.2099271,1,3,"<b>Date: </b>2015-05-10<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>19th Avenue and South 16th Street, Newark, New Jersey"
2015-05-12,"Pard Road, Capitol Heights, Maryland",38.8706451,-76.9261922,1,4,"<b>Date: </b>2015-05-12<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>Pard Road, Capitol Heights, Maryland"
2015-05-16,"1700 block of North Broadway, Baltimore, Maryland",39.3097106,-76.5953102,0,5,"<b>Date: </b>2015-05-16<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>1700 block of North Broadway, Baltimore, Maryland"
2015-05-17,"4671 S Jack Kultgen Fwy, Waco, Texas",31.4992001,-97.148148,9,18,"<b>Date: </b>2015-05-17<br/><b>Killed: </b>9<br/><b>Injured: </b>18<br/><b>Location: </b>4671 S Jack Kultgen Fwy, Waco, Texas"
2015-05-18,"8000 block of School Way, Kinloch, Missouri",38.7449286,-90.319119,0,4,"<b>Date: </b>2015-05-18<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>8000 block of School Way, Kinloch, Missouri"
2015-05-18,"Northwest 75th Street and Northwest 16th Avenue, Miami, Florida",25.8428541,-80.2242982,1,4,"<b>Date: </b>2015-05-18<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>Northwest 75th Street and Northwest 16th Avenue, Miami, Florida"
2015-05-20,"800 block of Linwood Avenue, Baltimore, Maryland",39.283227,-76.5756093,1,3,"<b>Date: </b>2015-05-20<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>800 block of Linwood Avenue, Baltimore, Maryland"
2015-05-23,"2400 block of South 9th Street, Fresno, California",36.7141647,-119.7585401,2,2,"<b>Date: </b>2015-05-23<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>2400 block of South 9th Street, Fresno, California"
2015-05-24,"1002 Main St, Brockton, Massachusetts",42.0655826,-71.0159935,0,5,"<b>Date: </b>2015-05-24<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>1002 Main St, Brockton, Massachusetts"
2015-05-24,"W. 12th Street and Hammerberg Road., Flint, Michigan",42.9943692,-83.7045381,0,7,"<b>Date: </b>2015-05-24<br/><b>Killed: </b>0<br/><b>Injured: </b>7<br/><b>Location: </b>W. 12th Street and Hammerberg Road., Flint, Michigan"
2015-05-24,"Smiley Court, Montgomery, Alabama",32.3357363,-86.3489235,1,3,"<b>Date: </b>2015-05-24<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Smiley Court, Montgomery, Alabama"
2015-05-24,"2700 block of Dayton, Saint Louis, Missouri",38.6421128,-90.2151976,0,4,"<b>Date: </b>2015-05-24<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>2700 block of Dayton, Saint Louis, Missouri"
2015-05-26,"6700 block of Tara Lane, New Orleans, Louisiana",30.028931,-89.9845859,2,2,"<b>Date: </b>2015-05-26<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>6700 block of Tara Lane, New Orleans, Louisiana"
2015-05-28,"84th and Q, Omaha, Nebraska",41.2053054,-96.0430723,0,4,"<b>Date: </b>2015-05-28<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>84th and Q, Omaha, Nebraska"
